iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F
20000,0,450,142,5769,6339,7810,82,0,51.3047,10.6834,2.56015,501.292,603.949,18815.9,49.0826,279.119,43226.7
20000,0,450,145,8285,3685,7953,77,0,48.7235,8.0522,1.80005,533.867,628.892,16427.3,84.8631,316.185,38675
20000,0,450,148,10962,1787,7159,92,0,46.3218,5.9159,1.2471,563.16,650.204,14665.9,128.342,353.951,33523.7
20000,0,450,151,13513,762,5685,40,0,44.3404,4.32955,0.92355,589.431,669.109,13092.1,176.548,390.277,28699.4
20000,0,450,154,15845,233,3909,13,0,42.6829,3.10975,0.6963,621.408,690.427,11497.3,226.115,425.711,24177.6
20000,0,450,157,17270,72,2651,7,0,41.5198,2.2953,0.56275,652.321,711.557,10251.4,276.676,456.524,20259.2
20000,0,450,160,18414,11,1574,1,0,40.5759,1.65455,0.4594,686.813,731.761,9073.85,330.856,488.366,16826.3
20000,0,500,130,525,17602,1851,22,0,59.3603,24.9053,9.32495,352.229,491.386,31066.2,-81.6519,151.967,62210.3
20000,0,500,133,1140,15469,3339,52,0,57.9927,21.1073,6.95435,389.348,517.107,27543.2,-46.436,182.387,57703.1
20000,0,500,136,2186,12793,4942,79,0,56.1799,17.3766,5.0241,430.506,548.757,24169.1,-14.5096,214.845,52892.3
20000,0,500,139,3777,9486,6631,106,0,53.8689,13.8459,3.57605,466.055,576.828,21184.6,15.7185,249.319,48467.5
20000,0,500,142,6015,6333,7528,124,0,51.3191,10.7278,2.46345,501.575,604.505,18606.5,51.8466,287.37,43333.8
20000,0,500,145,8425,3786,7666,123,0,48.9894,8.2443,1.7308,535.735,629.358,16392.2,87.4803,323.032,38521.4
20000,0,500,148,11180,1774,6943,103,0,46.6829,6.15985,1.2305,563.901,650.25,14651.6,131.525,360.159,33522.1
20000,0,500,151,13749,703,5482,66,0,44.6487,4.53755,0.91595,595.916,673.594,12936.8,179.76,396.645,28465.1
20000,0,500,154,15968,251,3749,32,0,42.9982,3.3249,0.7073,624.979,692.239,11324.8,233.983,432.181,23663.3
20000,0,500,157,17497,62,2427,14,0,41.7661,2.45885,0.5752,653.408,710.921,10187.4,285.53,463.79,19757.9
20000,0,500,160,18542,13,1440,5,0,40.8483,1.83585,0.48065,686.073,731.292,9095.74,340.915,494.651,16298.6
20000,0,550,130,511,17572,1897,20,0,59.3892,25.0082,9.2902,351.974,490.427,31001.9,-81.5648,156.965,63373
20000,0,550,133,1111,15581,3254,54,0,58.091,21.2721,6.8666,394.721,520.544,27285,-45.8991,187.486,58328.6
20000,0,550,136,2184,12681,5031,104,0,56.1607,17.3822,4.87215,433.192,549.841,24062.6,-14.0934,221.232,53566.3
20000,0,550,139,3825,9504,6504,167,0,53.9083,13.9069,3.4913,467.282,577.515,21219,18.7949,256.308,48811.2
20000,0,550,142,5941,6453,7382,224,0,51.6646,11.0049,2.46705,503.865,605.626,18679.7,52.4195,292.066,43922
20000,0,550,145,8703,3638,7436,223,0,49.1408,8.3497,1.6831,536.391,629.869,16317.3,91.8445,331.453,38554.8
20000,0,550,148,11539,1780,6504,177,0,46.8158,6.27075,1.19465,566.153,652.088,14512.4,139.583,369.582,33092.1
20000,0,550,151,14101,730,5082,87,0,44.885,4.71095,0.8894,594.06,671.377,13033.2,189.324,406.392,28006.8
20000,0,550,154,16208,243,3504,45,0,43.3081,3.5413,0.7007,625.909,693.167,11376,240.609,440.184,23389.5
20000,0,550,157,17820,55,2101,24,0,42.0175,2.6293,0.5802,653.205,711.294,10237.8,299.088,473.75,19027.2
20000,0,550,160,18729,12,1249,10,0,41.0483,1.9696,0.49045,685.33,731.158,9160.86,349.563,503.466,15840.4
20000,0,600,130,543,17534,1895,28,0,59.3586,24.9078,9.01,356,493.203,30483.4,-79.2415,162.784,63652.3
20000,0,600,133,1152,15506,3271,71,0,58.0397,21.1576,6.71205,394.395,521.534,27120.8,-45.3961,193.081,58962.2
20000,0,600,136,2222,12734,4900,144,0,56.2595,17.4959,4.83735,433.428,551.398,23976.4,-13.6015,226.722,54384.9
20000,0,600,139,3856,9352,6547,245,0,53.9325,13.8656,3.3991,465.736,577.001,21253.6,19.4348,263.217,49620.9
20000,0,600,142,6098,6267,7366,269,0,51.6726,10.9617,2.3731,503.846,604.841,18581.7,54.1413,300.149,44405.2
20000,0,600,145,8732,3711,7283,274,0,49.2536,8.46875,1.67115,535.705,628.402,16311.4,95.614,338.13,39070.2
20000,0,600,148,11812,1775,6196,217,0,46.9043,6.3256,1.15625,562.387,649.971,14626.1,145.392,378.469,33039.6
20000,0,600,151,14404,756,4700,140,0,45.1028,4.87175,0.88015,595.181,672.628,12880.3,196.03,414.406,27906.3
