iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_F,meanEnergy_F,varEnergy_F,endEnergy_M,meanEnergy_M,varEnergy_M,meanIncBout_F,varIncBout_F,meanForagingBout_F,varForagingBout_F,meanIncBout_M,varIncBout_M,meanForagingBout_M,varForagingBout_M
10000,200,100,133,1,9705,2,97,195,60.9994,32.4679,14.6824,63.6824,153.844,36107.7,62.7747,170.931,44896.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,100,136,9,9434,11,251,295,60.9937,30.0007,12.2757,85.6996,166.978,33437,84.8653,183.674,42266.5,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,100,139,42,9027,22,459,450,60.9778,27.6384,10.3432,101.857,176.659,31901.7,99.892,192.774,40533.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,100,142,71,8434,81,872,542,60.95,25.5069,8.884,110.572,184.273,30867.8,111.938,201.155,39288.7,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,100,145,215,7702,172,1318,593,60.862,23.5905,7.7462,120.434,190.364,30223,120.291,207.276,38508.4,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,100,148,523,6633,386,1882,576,60.6439,21.7414,6.8069,127.1,195.827,29556.5,125.86,212.493,38024.7,-nan,-nan,-nan,-nan,4.26806,10.1772,-nan,-nan
10000,200,100,151,955,5615,634,2346,450,60.3174,20.0163,6.0549,131.287,200.853,29575.6,130.282,216.914,37712.1,4.07504,7.70151,5.83345,11.5052,4.21135,9.82438,5.77184,11.4208
10000,200,100,154,1656,4474,884,2617,369,59.7843,18.5073,5.4722,135.527,205.524,29636.2,137.005,221.262,37611.2,4.07922,7.73704,5.32158,8.99021,4.1954,9.64809,5.27331,9.00304
10000,200,100,157,2485,3455,1200,2615,245,59.1668,17.0629,4.9657,139.776,209.16,29546.1,139.793,225.859,38000.5,4.05397,7.49332,4.87706,6.95196,4.21217,9.82655,4.85333,7.0252
10000,200,100,160,3581,2339,1467,2449,164,58.1892,15.5382,4.4825,144.415,213.414,29769.8,144.508,230.631,38347,4.05626,7.47018,4.50942,5.39159,4.21159,9.77463,4.46704,5.35721
10000,200,150,130,2,9357,0,246,395,60.9991,35.0685,15.4798,60.3546,160.334,35475,60.5052,177.916,43920.1,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,150,133,1,8825,2,566,606,60.9985,32.5228,12.5778,89.9109,176.981,32038.7,93.4492,193.688,40273.3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,150,136,13,8040,2,1098,847,60.9969,30.1988,10.4874,110.012,188.131,29790,112.959,205.417,38035.5,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,150,139,45,7053,10,1951,941,60.9882,27.779,8.6896,127.118,198.883,27985.3,127.329,215.817,36091.9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,150,142,113,5911,17,3016,943,60.9508,25.6948,7.3966,138.136,206.771,27076.4,138.463,222.537,34777.3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,200,150,145,247,4699,51,4139,864,60.9007,23.7664,6.3787,145.708,213.28,26244.2,147.348,229.179,34060.2,2.97079,6.17017,5.25611,15.3213,-nan,-nan,-nan,-nan
10000,200,150,148,648,3664,99,4909,680,60.7393,21.9188,5.5838,154.185,218.916,25879,154.038,234.43,33283.7,2.95725,6.04249,4.73428,11.7679,3.06379,7.67052,-nan,-nan
10000,200,150,151,1210,2772,149,5461,408,60.5172,20.3382,4.9148,159.48,223.716,25525.7,159.807,239.28,33136.3,2.95083,5.88739,4.2585,8.38416,3.06277,7.62921,4.23319,8.2118
10000,200,150,154,2136,1961,196,5432,275,60.0144,18.666,4.373,166.09,228.791,25517,165.984,244.824,33376.8,2.97138,5.86712,3.9026,6.21795,3.09763,7.75186,3.86654,6.12285
10000,200,150,157,3276,1265,257,5042,160,59.3816,17.2103,3.953,170.741,233.175,25337.4,170.563,249.429,33383.6,2.98332,5.76115,3.59667,4.60506,3.10735,7.67926,3.57363,4.58704
10000,200,150,160,4568,773,281,4295,83,58.4788,15.7749,3.5746,175.981,237.876,25719.3,176.279,254.06,33529.1,3.02167,5.90332,3.35547,3.52909,3.13332,7.64571,3.33013,3.451
10000,250,0,130,0,9997,3,0,0,60.9991,35.7976,24.5946,3.81472,105.377,48225.8,5.80642,125.772,57258.2,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,133,0,9991,9,0,0,60.9955,33.2789,20.8923,37.6246,123.087,44343.1,37.3787,143.666,53762,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,136,0,9976,24,0,0,60.9878,30.7868,17.7399,62.0382,138.474,41551.2,60.9022,156.902,50582.2,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,139,0,9932,68,0,0,60.9613,28.4607,15.267,75.4043,149.803,39779.5,76.9308,167.359,48925.2,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,142,0,9814,186,0,0,60.8961,26.2331,13.2219,87.0745,158.272,38945.7,87.0522,176.215,47520.3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,145,0,9642,358,0,0,60.8064,24.4203,11.7966,97.1634,165.177,38148.8,92.547,182.6,46883.1,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,148,0,9216,784,0,0,60.5332,22.4261,10.3302,100.644,171.382,37628.4,99.5153,188.378,46178.4,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,151,0,8701,1299,0,0,60.1938,20.7701,9.3523,103.703,176.371,37503.6,106.452,194.239,46205.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,154,0,7816,2184,0,0,59.5439,19.0105,8.3759,108.332,181.169,37360.9,107.597,199.553,46205,7.45157,9.14763,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,0,157,0,6880,3120,0,0,58.8405,17.5082,7.5518,108.319,186.359,37804.2,109.671,204.403,46619.9,7.49016,9.4972,9.23061,9.75936,7.76283,12.4763,9.09499,9.66601
10000,250,0,160,0,6031,3969,0,0,58.0087,16.2348,6.9609,112.783,189.92,37892.1,113.201,208.576,46819.8,7.44048,9.3034,8.51622,8.1778,7.76137,12.4092,8.42411,7.80169
10000,250,50,130,1,9964,0,2,33,60.9993,35.6679,22.2669,34.1983,130.528,42510,33.4822,149.877,51252.7,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,133,0,9940,3,3,54,60.9993,33.082,18.6802,63.4153,147.737,39158.6,64.3662,166.55,47697.8,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,136,1,9871,20,7,101,60.9907,30.6324,15.867,86.9882,162.419,36367.2,86.1194,179.972,45052.5,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,139,7,9772,61,25,135,60.9701,28.4089,13.6471,101.384,171.932,35086.1,101.023,190.124,43339.9,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,142,20,9595,127,59,199,60.9254,26.1039,11.8005,110.738,181.16,33879.7,110.536,197.66,42419.6,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,145,62,9222,352,93,271,60.8207,24.1486,10.3257,120.14,187.548,33152,117.785,204.338,41516.3,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,148,127,8660,686,214,313,60.6015,22.3211,9.169,123.549,192.6,32697.5,124.891,209.65,40831.5,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,151,238,7927,1217,291,327,60.2171,20.583,8.2143,130.668,197.429,32523.7,129.792,214.697,40758.9,-nan,-nan,-nan,-nan,6.54222,11.1519,-nan,-nan
10000,250,50,154,464,6936,1964,321,315,59.5842,18.8657,7.4009,134.182,202.409,32596.3,134.352,219.457,40854.4,6.28992,8.48791,-nan,-nan,-nan,-nan,-nan,-nan
10000,250,50,157,699,5973,2633,408,287,58.9065,17.3759,6.6935,135.974,207.095,32954.1,136.188,223.766,41040.3,6.30322,8.67655,7.76023,9.66944,6.51791,11.2037,7.69114,9.50116
10000,250,50,160,1048,4874,3382,446,250,58.028,15.946,6.1067,140.93,211.063,32989.9,142.354,228.555,41410.5,6.29508,8.64075,7.12515,7.47036,6.52578,11.3662,7.07712,7.54023
